ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	paper-id	expt-dg	expt-err	q	dataset	neg_tds_avg	neg_tds_se	dg_avg	dg_se
g4	-2.624999581257725e-06	7.525190711355704e-06	-2.3749999992617177e-06	8.721547119503069e-06	1.7500000053871638e-06	9.973781284335144e-06	2.4999999865826803e-06	7.392508274755309e-06	-2.500000549332526e-07	8.88512290798098e-06	-4.2717667499999985	0.034035885838233394	0.0	0.0	-15.356473499999893	0.9429382202822792	29.209252124999992	1.4277359825047502	-36.87440449999996	0.6764663033854184	-27.29339362499981	0.6849016275688159	THQ4	-9.33348	0.127	0	THQ	7.650800886764561	0.5072412313690899	-19.642592738235248	1.1921428589379057
g5	-3.500000048006768e-06	6.977312122674939e-06	-1.0000000177967648e-06	8.551827033654483e-06	2.124999991224285e-06	7.842074188641843e-06	1.5000000116316411e-06	7.462781213605985e-06	2.375000033936203e-06	9.385431833593324e-06	-4.461969500000003	0.03906056075399378	0.0	0.0	-15.384136625000973	0.9936159039989759	29.93109249999999	1.02985534177419	-38.54013825000001	0.4294187874301084	-28.45515037499984	0.6002399287201681	THQ5	-10.8433	0.1	0	THQ	7.663204053988334	0.383165660747126	-20.791946321011505	0.9834055894672941
g6	-1.5000001076259647e-06	9.645323654014396e-06	-8.749999972224032e-07	8.739213861456231e-06	-3.000000046853302e-06	6.878459006220164e-06	4.1250000326442656e-06	8.52126303718787e-06	3.125000102812692e-06	6.963896319269192e-06	-4.7104614999999965	0.056774813839551214	0.0	0.0	-12.833778749999475	0.7870555573479465	30.6006272500001	1.5889279700595025	-37.915580375	1.0376742697049899	-24.85919149999981	0.8156411213364788	THQ6	-7.6864	0.1	0	THQ	7.452756410967417	0.400143117186109	-17.406435089032392	1.2157842385225879
g7	-2.0000001859443728e-06	7.3902763851568176e-06	-1.249999983201633e-06	9.671389676694952e-06	2.499999547467269e-07	1.093018169889986e-05	-3.374999988352556e-06	8.051660684019886e-06	2.499999406779807e-07	9.422068143106894e-06	-4.320163375	0.049428497378347334	0.0	0.0	-21.177944000000306	3.049346464946233	35.881398874999945	3.2869671851253908	-39.41283250000009	1.444499283906964	-29.02954712500007	1.2493276586072908	THQ7	-7.96091	0.1	0	THQ	12.429626638303255	0.7490068217811461	-16.599920486696817	1.9983344803884369
g8	1.374999810650479e-06	7.407641756624159e-06	-9.999999612375632e-07	9.721299571086517e-06	2.9999998834284726e-06	9.534047990828565e-06	1.8750000103295861e-06	9.770694738316942e-06	1.3750000135814844e-06	9.468209766180888e-06	-4.677932124999999	0.0757763471899653	0.0	0.0	-14.80343924999961	0.8700493486249821	31.01406550000002	1.3865056790290184	-38.90484062500001	1.2790111430232682	-27.372139874999924	1.070361772331081	THQ8	-8.921710000000003	0.1	0	THQ	7.231350708177469	0.271549242171632	-20.140789166822454	1.3419110145027129
g9	2.9999998764651537e-06	9.075027244027943e-06	3.750000098534656e-07	1.0582974192392469e-05	1.249999836261395e-07	9.536162229346613e-06	-2.4999999659058856e-06	9.878643184375793e-06	-1.250001361086106e-07	6.39745442497951e-06	-4.871081375000002	0.08103619570222259	0.0	0.0	-13.57149337499956	0.6357870775130571	29.054335375000054	0.9491862841606968	-39.88559687500006	0.8452981044896947	-29.273835375000143	1.0341230427420582	THQ9	-5.90206	0.1	0	THQ	7.146339019513744	0.3676083653465966	-22.1274963554864	1.4017314080886547
g10	-2.500000300642569e-07	9.143998649971923e-06	-4.1250000171544334e-06	7.112642360204599e-06	-1.6249999524120541e-06	7.3437268764686694e-06	-2.374999983061343e-06	7.564778484779002e-06	8.749999427948298e-07	8.03313116186538e-06	-4.862549249999998	0.08977600334212975	0.0	0.0	-13.131029874999454	3.2218245168221253	26.26759924999993	2.8790198892998773	-40.01008562499997	0.7379078087635148	-31.73607299999981	0.6921998363915943	THQ10	-10.4315	0.14	1	THQ	18.33905362623919	0.8814095255974722	-13.397019373760621	1.5736093619890665
g11	7.499995683701855e-07	9.896561214121043e-06	-8.749999980750545e-07	9.695621750327734e-06	-1.4999999942233444e-06	9.52964583893675e-06	4.249999992111952e-06	1.2038965057925716e-05	-2.2499999747083167e-06	9.434257720155941e-06	-5.03715225	0.08201191444600579	0.0	0.0	-14.623818750000613	3.831245627768797	27.20861350000005	3.6881290914147615	-41.79067137500007	0.8101586701725151	-34.24302850000002	1.1428196894263052	THQ11	-9.33348	0.41	1	THQ	20.102758082020664	1.0831496351411025	-14.140270417979359	2.2259693245674077
g12	-2.49999955030944e-06	8.211086569515741e-06	1.9999999956610283e-06	9.588854154602756e-06	-6.249999808005668e-07	1.0298131271770173e-05	-6.249999859875288e-07	6.856452219766911e-06	2.3749999292022043e-06	1.0254698546758053e-05	-5.161682875	0.09989384212844407	0.0	0.0	-15.099430124999907	4.510989111845434	28.018161124999914	4.479516878544012	-42.94483674999998	1.0765024782295625	-35.18778799999993	1.1932410593002931	THQ12	-7.549139999999999	0.1	1	THQ	20.546010315647354	0.7596491776400428	-14.641777684352572	1.9528902369403358
g13	1.0000001748267096e-06	7.436781239185472e-06	1.7499999916026352e-06	9.270183040539944e-06	5.000000149379957e-07	9.047662084474248e-06	-1.499999965446364e-06	9.34912343846058e-06	-8.749999774693151e-07	8.501839680290048e-06	-4.832615249999998	0.060015752742685724	0.0	0.0	-55.3190021250002	10.171892462378985	66.93302750000004	9.646144730597904	-39.48418700000006	1.1679299038921716	-32.70277600000013	1.1137652793021997	THQ13	-7.41188	0.1	-1	THQ	31.559390130377864	1.6935845996797325	-1.1433858696222643	2.807349878981932
g14	-3.7500010648727754e-07	6.809767316301036e-06	6.250000053853453e-07	7.900199917786368e-06	-8.74999903146545e-07	8.537394216589639e-06	1.1250000026308272e-06	8.044801163716331e-06	-2.5000006985465013e-07	1.014576344788334e-05	-4.668589124999998	0.0875452143387366	0.0	0.0	-60.392339874999855	11.896623177435654	71.17322312499994	11.576769817618482	-38.37053262499997	1.3715640000643021	-32.258238250000346	1.6301344217943228	THQ14	-9.19623	0.27	-1	THQ	34.81850865384722	2.1071636451975078	2.5602704038468715	3.7372980669918308
g15	-1.8749997934719437e-06	8.270684090970796e-06	2.0000000392883518e-06	6.484363489171025e-06	-2.4999995346775e-07	8.142530992695544e-06	3.249999988739205e-06	9.090662125791259e-06	3.000000019142135e-06	9.03840830526312e-06	-4.674837749999999	0.07505826850341812	0.0	0.0	-59.82672962499965	11.348768794726482	71.10113574999993	10.599529731332387	-38.682589124999964	1.4499276395832754	-32.08301462499996	2.4435555805046825	THQ15	-10.7106	0.14	-1	THQ	35.37412853986682	1.6339444087443553	3.2911139148668553	4.077499989249038
g16	-6.250005844776754e-07	7.3054506829224225e-06	-8.750000053225905e-07	1.0133614236147003e-05	2.125000005150924e-06	1.0839287633185704e-05	-7.500000030091769e-07	8.124026374825591e-06	-6.249999930219019e-07	9.727547501140936e-06	-4.755962124999999	0.0614968672694306	0.0	0.0	-11.065553124999518	3.713050438808674	26.93376287500001	3.421156990320072	-39.24005425	0.9393841757098386	-28.12780737500029	1.5968731472883884	THQ16	-7.41188	0.38	1	THQ	17.841023377183372	0.8226900470810661	-10.286783997816919	2.4195631943694544
